Age,Gender,Occupation,ScreenTime,SocialMedia,Gaming,Streaming,WorkEducation,Unlocks,AppSwitching,Notifications,LateNightUsage,SleepHours,MoodScore,PhysicalActivity,HeartRate,AddictionLevel
19,Male,Student,15.4,1.0,1.8,4.6,6.0,220,52,166,3.8,4.3,4,3.0,86,High
62,Other,Self-employed,13.8,4.3,3.5,0.8,3.3,221,24,504,0.5,4.2,5,2.3,73,High
46,Male,Professional,11.2,1.9,2.2,0.9,4.6,48,30,481,0.1,6.2,1,1.1,77,Low
29,Other,Professional,11.2,2.5,2.8,2.6,1.9,104,19,438,1.2,4.0,5,0.1,82,High
16,Other,Professional,14.3,3.2,1.3,3.2,5.9,136,45,545,0.5,4.3,7,0.8,76,High
25,Male,Self-employed,9.3,4.8,2.2,0.5,0.5,145,34,224,2.5,5.7,1,0.6,75,High
39,Female,Professional,11.4,1.4,2.9,2.5,3.3,189,16,168,0.9,8.7,3,0.6,75,Moderate
41,Female,Student,10.8,1.1,1.2,1.3,6.7,37,6,111,3.4,7.6,8,2.8,82,Low
15,Female,Unemployed,17.0,1.3,2.8,3.4,7.8,100,14,59,0.6,7.7,4,0.7,83,High
50,Female,Professional,11.8,1.7,2.3,1.7,5.6,168,31,130,0.6,4.9,2,0.5,83,High
31,Other,Professional,9.8,0.8,1.7,4.6,1.6,214,25,217,2.4,6.9,3,2.5,74,Moderate
36,Female,Student,15.7,5.6,2.9,0.8,4.6,81,59,63,0.3,5.2,7,2.5,75,High
39,Other,Self-employed,13.2,2.3,1.3,4.1,4.5,174,20,59,0.2,6.6,7,1.3,82,High
23,Male,Professional,15.7,1.5,2.9,2.3,7.7,115,41,416,0.7,8.1,8,1.9,75,High
13,Male,Student,18.3,4.0,2.2,4.4,6.7,125,49,95,2.1,6.2,7,2.9,78,High
54,Other,Student,11.1,4.8,1.0,4.2,0.4,240,26,399,2.2,5.1,3,2.8,81,High
25,Female,Self-employed,12.2,4.6,2.7,1.6,1.8,194,43,191,1.5,5.5,2,0.8,78,High
33,Other,Self-employed,16.3,4.5,3.5,0.7,6.7,240,45,565,1.9,6.4,8,1.2,77,High
42,Female,Unemployed,14.0,0.8,1.2,3.6,7.8,45,26,117,1.8,8.1,4,0.9,79,Low
34,Female,Professional,13.0,4.8,3.2,1.4,2.4,156,53,298,1.8,7.2,8,0.6,83,High
59,Other,Unemployed,16.4,3.3,1.3,4.7,5.5,110,21,437,1.1,8.8,2,0.7,79,Moderate
31,Other,Student,12.0,4.1,3.3,0.8,2.5,142,21,119,0.7,8.9,8,1.9,75,High
49,Female,Professional,9.1,5.8,0.2,2.0,0.3,159,30,471,1.6,5.6,8,1.6,85,High
15,Other,Student,13.9,5.0,0.0,0.6,6.6,35,41,492,1.9,7.3,10,2.5,85,High
26,Female,Student,14.0,5.0,0.5,1.9,5.9,66,42,435,3.8,7.5,6,1.1,84,High
35,Other,Student,9.9,1.5,3.5,2.9,0.4,75,42,367,3.0,6.8,7,2.1,87,Moderate
36,Male,Self-employed,11.3,3.1,2.1,3.4,1.2,85,45,470,3.4,8.0,7,3.0,80,Moderate
12,Female,Self-employed,21.7,5.7,2.4,3.8,8.0,70,46,326,1.5,5.4,3,1.3,88,High
18,Male,Professional,17.8,3.7,3.4,4.3,5.2,46,53,175,2.3,7.8,1,1.8,76,High
42,Other,Student,10.4,1.1,0.2,1.0,6.4,220,7,557,3.0,5.3,8,2.0,86,High
23,Male,Student,13.9,4.5,1.5,3.9,3.1,129,56,417,0.7,6.7,6,1.9,86,High
53,Other,Professional,10.5,0.7,2.6,1.8,4.1,85,13,121,1.8,4.6,6,0.7,83,Moderate
16,Female,Unemployed,13.6,4.6,1.6,1.1,5.0,81,5,120,1.4,7.4,7,1.7,70,High
55,Other,Student,14.6,5.3,0.1,1.7,6.4,90,23,242,2.2,8.3,10,0.1,82,High
61,Other,Self-employed,13.0,2.8,2.6,4.4,2.7,155,18,564,1.2,7.7,9,2.5,78,High
53,Female,Unemployed,14.7,2.8,1.6,3.3,5.4,185,44,551,1.4,8.8,7,1.3,88,High
49,Other,Unemployed,12.7,2.2,0.1,3.2,6.2,25,54,599,3.3,8.9,3,1.4,91,Low
23,Female,Unemployed,16.5,5.3,0.7,3.1,6.4,139,42,336,3.1,6.3,8,0.3,83,High
50,Other,Unemployed,11.5,3.5,0.9,2.3,4.0,78,6,377,1.6,4.8,7,0.5,87,Moderate
29,Female,Unemployed,13.7,3.7,2.0,2.4,3.8,38,11,164,0.4,7.6,5,1.1,76,Moderate
13,Male,Unemployed,7.9,4.1,0.7,1.2,0.8,98,42,422,1.1,6.1,7,2.6,73,Moderate
21,Other,Professional,10.4,2.2,1.4,2.0,4.0,203,47,74,2.9,5.9,9,0.4,81,High
26,Other,Professional,15.6,2.9,3.0,2.8,5.6,175,59,552,3.0,4.9,7,1.1,85,High
41,Other,Unemployed,20.1,4.6,3.2,3.2,7.4,241,32,522,1.3,4.2,10,2.6,86,High
55,Female,Self-employed,12.3,5.9,3.2,0.8,1.0,238,14,302,3.8,7.8,5,2.3,77,High
28,Other,Professional,15.2,0.7,2.8,2.0,7.8,157,29,421,2.0,6.4,10,1.1,81,High
15,Female,Professional,8.7,0.7,2.2,2.0,1.9,192,26,306,3.5,6.0,6,0.3,74,High
18,Other,Unemployed,11.1,2.9,2.2,2.8,1.4,114,15,385,2.1,5.8,7,1.7,76,High
52,Male,Self-employed,13.9,4.1,3.8,3.7,0.9,212,44,558,0.0,6.5,3,0.7,86,High
42,Other,Unemployed,19.1,2.6,3.5,3.4,7.9,197,49,171,0.4,7.7,5,1.8,76,High
62,Male,Self-employed,17.1,6.0,2.6,3.1,4.5,179,42,436,0.4,6.2,9,0.0,79,High
50,Female,Self-employed,8.8,1.6,1.9,1.8,2.2,208,14,97,2.9,4.5,1,0.9,79,High
45,Male,Student,10.9,0.5,2.9,4.3,2.5,163,22,319,3.4,5.3,6,0.6,78,High
17,Other,Professional,14.3,1.5,0.3,4.0,7.6,153,51,219,2.1,4.7,8,2.2,80,High
61,Other,Unemployed,18.7,5.4,3.8,1.3,7.2,213,9,290,3.4,5.0,4,2.2,88,High
49,Female,Professional,10.8,1.3,2.2,3.4,2.8,81,15,384,1.5,8.4,1,2.3,72,Low
56,Other,Professional,11.0,3.1,2.0,4.6,0.5,85,31,397,0.4,4.9,1,2.9,76,Moderate
62,Other,Self-employed,13.7,2.8,1.2,2.5,6.7,214,57,240,1.0,7.6,3,1.8,73,High
45,Female,Professional,17.5,4.2,0.0,4.7,7.3,166,31,280,0.5,5.5,10,2.5,76,High
55,Female,Student,9.6,0.8,0.2,0.6,6.7,23,40,396,3.5,8.5,5,1.8,82,Low
26,Male,Unemployed,16.7,4.1,1.1,2.8,7.3,140,17,383,1.0,7.1,4,1.2,87,High
25,Female,Professional,11.6,2.5,2.2,1.7,4.6,62,51,488,3.0,7.4,9,2.4,86,Moderate
17,Other,Unemployed,16.2,5.6,0.3,1.7,6.7,165,32,66,0.3,6.6,4,1.3,80,High
61,Female,Professional,22.2,5.2,3.9,4.4,7.6,229,6,360,3.1,8.6,3,2.8,83,High
48,Other,Unemployed,14.5,2.7,1.6,1.9,7.1,130,11,489,0.3,4.8,10,0.1,86,High
61,Male,Unemployed,13.8,6.0,1.3,0.6,4.7,193,36,435,3.8,5.4,8,1.9,79,High
43,Female,Unemployed,13.3,0.8,2.1,2.9,6.0,128,10,365,2.6,8.5,9,2.9,81,Moderate
14,Other,Professional,16.8,4.8,0.3,4.9,5.8,65,23,207,2.7,8.9,9,1.0,78,High
14,Female,Student,14.3,2.9,3.4,0.9,6.4,232,19,334,2.7,7.9,7,0.4,78,High
33,Female,Unemployed,10.0,2.9,1.8,1.8,1.8,168,27,561,1.1,5.1,4,0.9,83,High
33,Female,Self-employed,5.7,1.4,0.7,2.6,0.0,122,28,389,1.8,8.5,9,0.2,71,Low
21,Female,Self-employed,13.5,3.3,0.6,4.2,4.1,177,50,434,3.6,4.8,2,1.0,92,High
62,Male,Self-employed,11.7,1.0,1.4,1.7,6.1,211,52,532,0.8,8.4,6,2.1,83,Moderate
14,Other,Student,11.2,3.9,2.3,2.0,1.0,60,56,503,2.1,5.9,10,2.4,88,High
23,Female,Unemployed,10.5,1.8,1.7,2.2,4.3,164,32,516,1.3,4.2,1,1.7,84,High
40,Other,Student,12.9,4.5,2.4,2.2,2.5,152,28,59,3.1,7.1,3,2.2,87,High
59,Male,Unemployed,16.7,3.8,2.8,1.4,6.7,24,58,446,1.8,5.8,7,0.2,79,High
28,Other,Student,13.9,4.6,3.0,4.6,0.8,136,57,401,1.4,4.1,8,0.6,76,High
18,Other,Unemployed,17.7,4.6,1.6,4.1,6.8,220,26,271,2.4,4.8,7,1.2,87,High
24,Male,Self-employed,15.6,1.6,2.9,4.9,4.9,94,46,247,0.4,6.3,10,2.6,80,High
13,Female,Unemployed,11.3,0.5,0.6,2.2,7.4,249,10,510,2.2,7.3,5,1.0,82,High
15,Other,Student,14.6,2.5,2.1,0.7,7.5,195,51,170,3.1,4.2,10,0.2,83,High
21,Other,Unemployed,14.9,5.6,0.3,1.0,6.5,147,8,240,3.9,6.6,2,0.6,84,High
50,Female,Professional,11.7,3.7,1.0,2.1,4.2,123,38,277,3.4,4.2,5,2.3,90,High
35,Female,Unemployed,13.9,4.5,2.3,4.6,1.1,225,55,461,2.5,8.5,7,2.3,85,High
28,Other,Self-employed,15.6,5.3,3.0,4.9,1.8,139,43,226,2.2,7.5,6,1.8,77,High
63,Male,Unemployed,15.2,5.5,0.4,4.2,3.3,57,31,193,1.3,4.4,1,3.0,87,High
17,Female,Professional,12.5,3.4,0.8,1.6,5.8,25,47,458,1.9,6.5,9,1.9,86,Moderate
30,Female,Professional,16.9,3.5,4.0,3.5,4.4,205,26,573,2.5,7.7,6,0.7,83,High
16,Male,Professional,13.9,5.2,1.4,3.2,3.5,33,51,219,0.5,5.4,3,1.8,77,High
43,Other,Student,15.3,4.9,1.1,4.2,3.8,219,58,334,2.9,4.9,3,0.1,82,High
21,Female,Professional,15.3,4.3,0.3,2.8,5.9,241,20,396,1.0,7.4,6,2.0,77,High
20,Other,Student,9.4,3.8,2.8,1.9,0.3,206,36,513,0.5,7.9,7,2.8,71,High
38,Other,Professional,11.0,3.9,2.0,0.6,3.5,212,9,338,0.4,6.0,4,2.0,72,High
24,Other,Student,13.5,2.5,0.6,4.1,4.6,108,45,277,1.3,5.2,7,1.9,76,High
30,Male,Professional,16.4,5.1,2.5,2.9,4.7,32,37,541,1.3,8.7,3,1.7,87,High
32,Other,Professional,15.3,3.9,2.1,2.9,4.9,174,49,442,2.3,6.7,3,2.0,80,High
35,Other,Unemployed,10.9,1.7,2.3,4.8,0.4,172,39,165,1.8,6.5,4,2.7,73,High
49,Female,Professional,14.6,1.8,4.0,2.7,4.5,203,9,444,3.0,7.7,2,0.1,91,High
15,Female,Unemployed,12.8,5.2,0.1,1.9,4.4,87,27,394,0.1,8.5,7,0.1,84,High
35,Male,Professional,17.6,3.9,3.7,2.0,6.8,206,50,338,0.4,5.5,5,0.1,75,High
46,Male,Professional,14.1,2.7,3.4,0.6,6.1,114,41,275,1.0,8.1,9,2.9,79,High
14,Female,Unemployed,5.2,1.5,1.7,1.1,0.2,196,36,364,0.2,8.7,9,0.1,81,Low
15,Female,Unemployed,14.3,3.9,3.5,0.7,4.4,37,56,586,0.7,8.8,1,0.9,74,High
48,Male,Student,11.9,1.5,2.6,1.6,5.5,228,18,460,2.9,7.4,10,2.8,89,High
51,Other,Self-employed,12.9,3.1,3.6,0.8,4.6,222,57,547,3.2,7.9,2,2.7,80,High
59,Male,Unemployed,15.9,4.2,2.4,2.0,5.4,95,37,530,2.4,8.2,4,0.3,78,High
46,Other,Student,7.4,3.6,0.9,1.1,0.9,22,47,272,2.3,8.0,5,2.2,70,Low
42,Female,Professional,14.7,5.6,2.3,4.6,1.4,226,9,126,2.5,4.9,7,2.2,78,High
55,Female,Unemployed,12.0,0.7,0.7,4.7,4.7,76,39,90,3.2,4.0,5,2.1,83,Moderate
36,Female,Unemployed,13.8,2.0,0.6,3.2,6.4,153,46,271,3.4,6.9,1,2.5,85,High
51,Other,Professional,8.8,0.8,2.6,4.1,0.2,88,58,259,1.4,7.1,4,2.3,79,Low
24,Male,Professional,14.2,1.6,3.8,3.5,3.5,50,45,454,1.7,5.1,5,2.8,84,High
15,Other,Professional,16.3,1.2,2.4,4.1,7.9,27,51,401,3.2,4.9,2,2.9,87,High
57,Male,Professional,17.9,4.5,3.2,3.4,6.1,29,42,509,0.8,6.7,1,1.1,87,High
25,Male,Self-employed,9.9,2.5,0.7,2.4,3.6,22,26,106,3.8,8.5,2,0.4,77,Low
24,Male,Unemployed,14.4,5.6,2.6,4.4,0.8,31,10,93,3.4,4.9,4,2.8,84,High
38,Female,Professional,9.7,0.6,2.9,2.5,2.9,111,59,299,1.8,8.4,10,0.9,76,Low
17,Male,Professional,9.0,4.1,0.2,2.3,1.2,223,58,129,2.1,8.3,3,0.0,72,High
28,Female,Self-employed,18.9,5.8,0.4,3.3,7.4,125,44,240,1.7,5.3,8,0.3,88,High
47,Male,Unemployed,16.6,1.5,3.1,4.7,5.5,113,38,272,0.9,8.0,4,1.7,87,High
51,Male,Student,15.9,2.9,1.8,2.5,6.8,38,8,179,1.0,8.8,4,0.8,76,Moderate
60,Female,Unemployed,18.0,4.4,1.6,3.1,7.2,168,6,534,1.2,4.8,5,1.5,79,High
46,Female,Student,16.1,4.0,3.7,2.7,4.9,228,13,195,1.6,6.7,1,2.3,75,High
28,Other,Self-employed,13.1,3.6,4.0,4.6,0.1,33,34,191,3.6,8.0,1,0.5,83,High
52,Male,Professional,14.9,2.3,3.1,3.5,4.4,122,41,367,1.4,5.7,10,0.0,81,High
13,Female,Self-employed,17.9,4.5,3.2,2.4,6.4,94,23,73,2.2,4.4,5,2.3,77,High
24,Other,Unemployed,11.5,4.1,0.8,3.2,2.5,48,55,306,0.4,4.6,6,2.0,69,Moderate
63,Other,Professional,12.7,1.4,0.8,1.2,7.4,133,13,95,1.5,5.7,3,1.0,72,Moderate
13,Female,Unemployed,20.9,5.8,3.9,2.0,8.0,26,9,576,1.7,4.2,4,0.5,79,High
63,Male,Student,16.3,3.6,2.8,3.8,4.4,68,20,441,2.0,4.2,8,0.1,90,High
39,Other,Unemployed,14.0,3.4,2.7,3.0,4.2,212,30,556,1.8,8.9,5,0.8,79,High
54,Male,Self-employed,14.0,5.2,1.1,1.9,5.2,26,11,335,2.6,4.6,9,3.0,80,High
37,Male,Self-employed,15.4,4.0,3.5,2.1,4.5,161,6,306,3.4,4.8,2,1.0,89,High
33,Other,Self-employed,7.2,0.9,0.2,4.1,1.3,35,18,153,2.5,7.0,6,2.4,73,Low
58,Female,Professional,11.5,3.3,1.1,2.9,2.2,118,35,180,1.5,8.1,9,2.3,85,Moderate
54,Male,Unemployed,10.4,4.8,0.7,1.6,1.6,163,26,498,3.1,4.8,5,0.3,89,High
14,Female,Professional,10.8,4.3,2.8,1.8,0.6,104,37,376,2.7,4.2,5,0.7,86,High
46,Other,Unemployed,14.4,5.8,2.9,2.6,1.1,160,44,423,2.8,5.1,5,2.6,79,High
23,Male,Student,15.3,0.6,2.1,3.9,7.8,101,53,316,3.1,6.5,6,1.1,77,High
35,Female,Unemployed,12.9,1.9,0.0,5.0,4.4,176,35,501,0.4,9.0,8,2.2,87,Moderate
16,Female,Unemployed,9.9,3.5,3.5,1.3,1.0,232,23,131,1.4,7.1,8,1.0,69,High
31,Male,Unemployed,18.4,3.9,3.8,3.9,5.7,92,10,444,0.7,5.1,1,1.1,77,High
50,Female,Unemployed,10.5,2.0,0.8,3.3,3.8,141,50,156,3.1,4.1,4,1.8,86,High
50,Female,Student,14.2,5.0,3.4,2.9,1.8,144,44,487,2.3,4.8,9,0.7,80,High
24,Other,Professional,18.8,1.4,3.9,4.8,7.5,242,47,570,4.0,7.3,6,1.4,85,High
52,Other,Self-employed,6.6,0.5,1.3,2.0,1.8,80,50,581,2.7,5.6,5,2.2,74,Low
64,Female,Unemployed,9.7,5.7,0.7,1.3,0.8,184,14,402,0.3,6.8,5,0.0,74,Moderate
56,Female,Self-employed,14.1,2.7,3.9,4.4,1.6,128,53,229,1.2,6.9,4,2.7,74,High
23,Male,Self-employed,14.9,5.8,0.2,0.8,7.3,36,16,559,3.7,4.8,5,1.5,82,High
24,Other,Self-employed,15.0,2.0,1.1,4.2,6.9,50,30,219,3.9,6.0,2,1.8,88,High
21,Male,Self-employed,15.6,0.8,3.0,3.2,7.2,78,8,575,0.9,6.8,9,2.2,83,High
44,Female,Unemployed,17.0,4.7,2.5,1.2,7.3,107,55,64,2.0,8.3,3,0.4,80,High
51,Male,Self-employed,10.7,5.1,2.7,1.5,0.6,130,53,82,1.5,8.0,1,2.6,78,High
27,Female,Unemployed,14.6,3.2,2.8,1.2,5.7,194,9,551,0.8,7.4,2,1.1,86,High
56,Other,Student,14.6,0.9,2.7,3.7,5.3,25,34,436,1.5,7.9,5,0.2,81,Low
46,Other,Professional,15.8,4.1,1.4,1.2,7.9,51,28,312,1.7,8.8,10,2.7,86,High
14,Female,Professional,13.5,1.5,1.2,3.6,5.7,50,50,351,2.7,7.8,5,2.4,83,Moderate
16,Other,Unemployed,16.0,5.2,1.7,1.1,6.3,165,43,473,2.0,5.0,3,1.1,80,High
37,Female,Unemployed,17.0,2.0,3.2,4.1,5.7,137,39,90,3.3,5.7,6,2.5,79,High
22,Male,Professional,20.5,5.2,3.8,4.6,5.0,28,9,293,3.8,5.8,4,1.9,82,High
18,Female,Self-employed,14.0,2.8,1.8,3.0,4.4,22,9,102,1.5,6.2,2,2.4,76,Moderate
64,Male,Unemployed,18.4,3.8,0.3,4.8,7.8,145,12,118,2.0,7.2,4,2.9,79,High
21,Female,Self-employed,19.5,4.8,3.8,2.3,7.5,248,58,331,2.9,6.1,5,0.2,88,High
53,Other,Unemployed,7.7,0.7,0.3,1.6,3.5,90,39,421,3.3,6.3,6,2.3,76,Low
63,Female,Unemployed,10.9,5.0,0.6,1.3,2.3,173,59,534,0.9,7.0,1,0.2,83,High
45,Female,Student,12.1,1.3,3.5,2.7,4.1,160,5,307,2.6,8.1,7,2.0,85,High
14,Female,Student,12.4,2.5,2.2,1.1,6.0,181,6,355,3.3,6.2,1,2.4,77,High
19,Other,Professional,13.7,3.1,1.4,4.4,3.2,62,11,174,3.0,7.2,4,1.2,89,High
42,Female,Student,19.0,5.4,3.7,4.0,4.3,240,19,117,2.8,6.3,10,0.7,88,High
22,Other,Student,11.6,0.6,3.8,3.0,2.4,180,18,425,3.8,9.0,4,0.7,79,High
56,Female,Professional,12.8,3.6,1.3,3.7,3.4,88,17,107,3.0,8.7,1,0.9,81,Moderate
18,Male,Self-employed,17.8,4.0,3.5,0.7,7.7,183,48,107,2.0,6.7,9,2.2,84,High
56,Female,Student,8.9,2.2,2.7,1.4,1.7,98,33,187,3.5,8.1,9,3.0,88,Moderate
13,Male,Self-employed,15.1,2.1,1.1,3.3,7.9,140,54,192,1.7,8.3,3,2.9,72,High
17,Other,Professional,12.3,3.2,3.8,2.6,1.7,221,6,323,3.2,4.1,4,0.6,78,High
52,Other,Unemployed,9.3,1.5,0.3,3.2,2.6,87,11,189,2.5,8.6,1,0.4,79,Low
43,Female,Self-employed,6.5,3.1,1.3,0.9,0.7,120,14,249,2.4,8.3,1,0.5,85,Low
31,Other,Professional,16.6,4.7,1.6,3.4,6.0,146,24,375,3.0,8.1,3,1.7,91,High
45,Female,Self-employed,14.1,5.1,2.8,4.1,0.1,66,29,95,2.8,6.8,5,1.8,85,High
61,Other,Professional,12.6,2.6,0.2,3.0,6.3,208,59,193,2.1,5.1,9,2.7,78,High
27,Male,Professional,15.1,3.9,3.6,2.1,4.6,248,30,408,3.5,6.5,9,1.2,88,High
36,Other,Unemployed,11.4,0.5,2.6,1.3,6.0,64,46,165,2.9,8.0,2,2.6,85,Moderate
23,Male,Self-employed,14.5,3.5,1.1,1.7,6.3,121,10,462,2.3,6.3,10,0.5,84,High
18,Female,Unemployed,14.1,5.9,2.6,2.9,1.0,115,8,179,2.8,8.9,5,2.5,88,High
50,Female,Unemployed,7.4,2.2,2.1,1.6,0.2,235,12,425,1.4,5.1,10,1.1,73,Moderate
28,Female,Self-employed,11.4,3.8,1.3,4.0,1.4,103,17,354,4.0,8.6,3,2.5,88,High
56,Male,Self-employed,10.9,4.7,0.1,1.1,3.1,195,41,98,1.9,5.6,6,0.9,78,High
22,Female,Professional,10.2,3.8,2.2,2.8,0.6,60,12,185,1.9,8.2,3,2.2,73,Moderate
17,Female,Self-employed,10.7,2.8,0.3,2.7,3.7,185,44,231,1.6,6.2,2,2.6,81,High
34,Male,Professional,9.1,1.3,3.2,1.1,2.3,123,33,51,1.3,8.2,10,0.4,74,Moderate
38,Other,Professional,13.2,3.1,0.4,5.0,2.9,87,31,538,3.9,6.9,3,0.3,84,High
57,Female,Professional,17.2,2.1,1.7,4.2,7.5,222,13,223,3.9,8.5,2,2.2,91,High
17,Other,Professional,15.3,4.3,1.7,2.2,5.8,30,18,594,3.8,6.4,1,2.1,83,High
49,Other,Professional,15.4,2.9,2.2,3.6,5.3,35,15,571,1.3,8.7,7,0.5,82,Moderate
13,Female,Professional,16.1,5.2,0.2,3.7,5.2,124,29,490,2.5,4.6,6,3.0,79,High
33,Female,Self-employed,12.0,1.6,0.8,3.4,4.4,84,27,131,0.7,8.0,4,0.4,72,Low
31,Male,Self-employed,11.6,2.8,0.8,2.4,4.1,244,14,229,2.9,5.1,3,1.5,86,High
36,Male,Student,19.4,3.6,2.4,4.5,7.1,218,11,408,1.1,5.1,6,0.7,84,High
26,Female,Self-employed,7.9,1.2,1.1,4.0,0.6,214,17,101,2.7,4.3,4,0.3,83,High
60,Other,Unemployed,11.2,3.7,0.6,2.9,2.3,90,26,133,2.9,7.7,6,1.4,83,Moderate
40,Male,Student,4.0,2.1,0.1,0.5,0.8,20,45,81,4.0,7.2,9,3.0,75,Low
19,Male,Self-employed,8.1,1.8,3.4,1.5,0.1,244,44,433,3.1,5.7,7,2.9,89,High
48,Female,Unemployed,8.8,1.3,3.9,2.8,0.1,218,53,485,2.3,8.9,3,1.1,74,Moderate
60,Female,Self-employed,11.3,2.4,2.8,4.5,0.2,23,50,333,2.0,4.3,4,1.5,78,Moderate
63,Female,Professional,16.9,5.6,1.7,3.3,5.5,101,22,331,0.2,7.8,9,2.7,79,High
44,Female,Student,5.5,0.7,0.5,2.4,0.9,56,13,472,3.8,5.3,6,2.7,86,Low
33,Male,Professional,11.1,5.2,1.9,0.7,1.6,161,26,572,0.7,4.3,2,2.3,73,High
61,Male,Student,11.6,2.7,1.8,3.2,3.4,98,57,284,0.2,7.2,10,0.8,70,Low
58,Male,Student,10.8,3.6,1.7,2.1,2.2,44,59,111,1.4,5.6,8,1.1,77,Moderate
16,Other,Professional,15.0,3.3,1.5,2.9,6.5,101,51,468,0.9,6.3,3,1.7,89,High
50,Male,Student,17.9,5.6,2.0,3.9,5.0,151,52,161,1.9,6.4,3,2.6,78,High
29,Male,Student,13.3,4.7,0.3,4.1,2.7,213,56,63,3.7,4.2,5,1.3,87,High
49,Female,Self-employed,13.8,5.9,0.2,4.4,2.5,190,13,186,3.8,6.7,9,1.9,82,High
64,Male,Unemployed,14.5,4.9,0.3,3.4,5.5,45,46,56,1.1,4.2,10,1.2,77,Moderate
48,Male,Professional,9.5,2.1,0.8,4.6,1.4,231,18,72,3.6,4.9,7,1.8,78,High
41,Male,Self-employed,14.3,5.8,1.1,3.6,2.2,162,16,362,3.6,7.6,8,0.0,84,High
62,Female,Self-employed,14.5,5.9,0.7,4.0,2.8,153,44,504,1.8,7.6,7,1.1,89,High
42,Male,Professional,10.5,1.2,1.0,3.6,3.6,184,21,242,2.2,4.0,8,2.3,84,High
21,Male,Student,13.7,5.5,0.7,4.4,1.5,146,21,197,0.2,8.2,8,0.1,75,High
26,Other,Professional,8.8,4.2,0.6,1.5,1.3,190,55,404,0.1,4.0,2,2.5,70,High
53,Other,Unemployed,20.0,5.6,1.2,3.9,7.9,61,28,599,0.6,8.8,2,3.0,81,High
59,Other,Unemployed,17.3,5.5,1.6,1.0,7.3,32,54,293,2.1,6.8,9,1.5,85,High
55,Other,Professional,14.7,5.4,3.0,0.9,4.2,163,17,57,1.9,5.8,4,0.5,79,High
29,Female,Self-employed,19.5,5.4,3.8,2.7,6.1,61,53,68,0.1,7.0,6,2.6,82,High
34,Other,Professional,13.5,1.1,3.7,1.9,5.4,57,40,595,0.4,4.7,7,2.4,76,Moderate
44,Male,Unemployed,8.1,1.3,1.9,3.0,0.6,85,22,513,1.7,6.4,1,2.9,76,Low
27,Other,Professional,12.2,1.1,1.8,3.5,4.1,212,57,312,3.2,7.4,8,0.7,76,High
49,Female,Student,6.2,1.0,0.5,1.5,1.5,152,34,70,2.2,7.3,1,0.6,83,Low
46,Other,Professional,16.4,2.4,3.9,3.6,4.7,49,59,93,2.8,8.5,10,0.4,78,High
45,Other,Self-employed,13.4,4.3,3.0,5.0,0.5,114,46,330,1.8,5.4,8,1.3,78,High
39,Female,Student,13.0,2.5,3.4,3.9,1.3,190,46,179,1.5,4.4,1,2.2,77,High
13,Female,Unemployed,14.7,4.5,0.9,1.3,6.3,51,41,377,3.6,5.9,2,0.4,87,High
41,Female,Professional,18.7,5.0,1.6,3.4,6.7,214,5,155,3.3,4.7,2,1.3,88,High
24,Female,Self-employed,13.2,4.2,0.4,0.5,7.3,214,18,498,0.8,8.5,4,0.7,82,High
52,Female,Self-employed,17.9,3.1,3.8,2.6,7.2,61,14,511,3.3,8.9,2,1.2,83,High
27,Female,Unemployed,14.6,2.1,1.1,2.9,7.3,145,9,441,1.0,7.2,6,0.2,88,High
16,Male,Professional,10.3,1.2,2.4,4.9,0.8,24,26,84,0.2,8.0,7,1.2,66,Low
39,Other,Self-employed,14.0,3.2,0.6,3.8,5.3,246,45,528,3.1,7.5,1,0.2,82,High
64,Other,Student,18.8,4.5,3.2,3.7,5.6,233,33,200,0.6,6.7,2,2.3,78,High
50,Female,Professional,10.8,3.5,0.7,2.9,2.1,115,53,351,1.1,8.1,7,0.1,72,Low
56,Female,Unemployed,19.4,4.5,3.2,2.8,7.9,206,55,120,3.1,8.5,3,1.0,77,High
31,Male,Student,12.3,2.3,1.6,5.0,2.3,42,36,563,1.9,6.6,5,0.4,83,Moderate
35,Male,Professional,9.6,0.9,2.3,0.6,4.6,249,35,260,2.8,8.1,2,2.1,85,High
38,Female,Self-employed,15.7,4.7,1.1,1.9,7.0,125,41,141,0.1,6.0,3,0.4,78,High
41,Male,Unemployed,9.5,1.7,3.5,1.1,2.3,155,37,599,1.3,5.2,10,2.0,85,High
56,Male,Unemployed,14.9,3.9,3.0,1.9,4.9,215,34,85,1.4,6.3,6,1.8,73,High
38,Female,Professional,15.3,4.9,1.4,2.6,5.8,89,43,485,1.0,5.2,7,1.8,82,High
37,Female,Unemployed,12.4,1.3,2.3,2.0,5.0,238,37,530,1.5,6.0,4,0.8,88,High
18,Female,Student,14.1,3.8,0.5,4.8,3.2,38,14,430,1.5,7.2,10,2.7,82,Moderate
53,Female,Professional,17.9,4.3,0.6,3.6,7.6,125,39,579,3.8,4.9,8,0.6,91,High
58,Other,Student,16.6,4.6,2.1,3.8,4.9,191,53,471,3.4,7.6,2,1.1,90,High
64,Other,Unemployed,11.0,1.3,2.6,3.8,1.8,112,32,187,3.3,8.5,4,2.2,76,Moderate
49,Female,Unemployed,20.0,5.0,2.2,4.5,6.4,57,59,256,0.0,5.9,5,0.7,74,High
16,Male,Unemployed,13.4,1.0,2.2,4.0,5.2,191,46,364,1.5,8.9,3,1.8,75,High
